code,name,manufacturer,tier,group,slug
1320,"Лобера, КЕ","Alfa Smart Agro",premium,"Гербіцид",lobera-ke-alfa-smart-agro
1321,"Містард, ВГ","Alfa Smart Agro",premium,"Гербіцид",mistard-vh-alfa-smart-agro
1322,"Оскар Пауер, МД","Alfa Smart Agro",premium,"Гербіцид",oskar-pauer-md-alfa-smart-agro
1323,"Оскар Преміум, СЕ","Alfa Smart Agro",premium,"Гербіцид",oskar-premium-se-alfa-smart-agro
1324,"Отаман Екстра, РК","Alfa Smart Agro",premium,"Гербіцид",otaman-ekstra-rk-alfa-smart-agro
1325,"Отаман, РК","Alfa Smart Agro",premium,"Гербіцид",otaman-rk-alfa-smart-agro
1326,"Рамзес, ВГ","Alfa Smart Agro",premium,"Гербіцид",ramzes-vh-alfa-smart-agro
1327,"Сантал, РК","Alfa Smart Agro",premium,"Гербіцид",santal-rk-alfa-smart-agro
1328,"Сігур, ВГ + ПАР Омега Плюс","Alfa Smart Agro",premium,"Гербіцид",sihur-vh-par-omeha-plyus-alfa-smart-agro
1329,"Сокар, РК","Alfa Smart Agro",premium,"Гербіцид",sokar-rk-alfa-smart-agro
1330,"Тейп Екстра, КС","Alfa Smart Agro",premium,"Гербіцид",teip-ekstra-ks-alfa-smart-agro
1331,"Триатлон Прайм, ВГ","Alfa Smart Agro",premium,"Гербіцид",tryatlon-praim-vh-alfa-smart-agro
1332,"Триатлон, ВГ","Alfa Smart Agro",premium,"Гербіцид",tryatlon-vh-alfa-smart-agro
1333,"Тривіум, ВГ + ПАР Бустер","Alfa Smart Agro",premium,"Гербіцид",tryvium-vh-par-buster-alfa-smart-agro
1334,"Хаммер Дуо, СЕ","Alfa Smart Agro",premium,"Гербіцид",khammer-duo-se-alfa-smart-agro
1335,"Хаммер, ВГ","Alfa Smart Agro",premium,"Гербіцид",khammer-vh-alfa-smart-agro
1336,"Юкон, КС","Alfa Smart Agro",premium,"Гербіцид",yukon-ks-alfa-smart-agro
1337,"ТОТАЛ К, ВР","Himagro",econom,"Гербіцид",total-k-vr-himagro
1338,"ТОТАЛ, РК","Himagro",econom,"Гербіцид",total-rk-himagro
1339,"Раундап Макс","Monsanto",original,"Гербіцид",raundap-maks-monsanto
1340,"Берген, РК","PEST.UA",econom,"Гербіцид",berhen-rk-pest-ua
1341,"Мигель, КС","PEST.UA",econom,"Гербіцид",myhel-ks-pest-ua
1342,"Прагмат, КЕ","PEST.UA",econom,"Гербіцид",prahmat-ke-pest-ua
1343,"Просперо, КС","PEST.UA",econom,"Гербіцид",prospero-ks-pest-ua
1344,"Пунктир, ВГ","PEST.UA",econom,"Гербіцид",punktyr-vh-pest-ua
1345,"Спінер Екстра, РК","PEST.UA",econom,"Гербіцид",spiner-ekstra-rk-pest-ua
1346,"Спінер, РК","PEST.UA",econom,"Гербіцид",spiner-rk-pest-ua
1347,"Стівен, КЕ","PEST.UA",econom,"Гербіцид",stiven-ke-pest-ua
1348,"Трономіт, ВГ","PEST.UA",econom,"Гербіцид",tronomit-vh-pest-ua
1349,"Еверест (комплект)","UPL",original,"Гербіцид",everest-komplekt-upl
1350,"Еволюшн (комплект)","UPL",original,"Гербіцид",evolyushn-komplekt-upl
1351,"Квікфос, ТБ","UPL",original,"Гербіцид",kvikfos-tb-upl
1352,"Пантера","UPL",original,"Гербіцид",pantera-upl
1353,"Пропоніт","UPL",original,"Гербіцид",proponit-upl
2001,"Бампер супер KE","Адама",original,"Фунгіцид",bamper-super-ke-adama
2002,"Бампер KE","Адама",original,"Фунгіцид",bamper-ke-adama
2003,"Банджо КС","Адама",original,"Фунгіцид",bandzho-ks-adama
2004,"Банджо Форте КС","Адама",original,"Фунгіцид",bandzho-forte-ks-adama
2005,"Бенелус КЕ","Адама",original,"Фунгіцид",benelus-ke-adama
2006,"Кустодія КС","Адама",original,"Фунгіцид",kustodiya-ks-adama
2007,"Лiндер KC","Адама",original,"Фунгіцид",linder-kc-adama
2008,"Максентіс КС","Адама",original,"Фунгіцид",maksentis-ks-adama
2009,"Меганік КЕ","Адама",original,"Фунгіцид",mehanik-ke-adama
2010,"Мерпан Платинум ВГ","Адама",original,"Фунгіцид",merpan-platynum-vh-adama
2011,"Орiус EB","Адама",original,"Фунгіцид",orius-eb-adama
2012,"Супрiм EB","Адама",original,"Фунгіцид",suprim-eb-adama
2013,"Сфiнкс Eкстра  ВГ","Адама",original,"Фунгіцид",sfinks-ekstra-vh-adama
2014,"Фольпан Голд WG","Адама",original,"Фунгіцид",folpan-hold-wg-adama
2015,"Фольпан WG","Адама",original,"Фунгіцид",folpan-wg-adama
2016,"Авiатор ХPRO 225 ЕС, КЕ","Байер",original,"Фунгіцид",aviator-khpro-225-es-ke-baier
2017,"Альєтт 80 WP, ЗП","Байер",original,"Фунгіцид",alyett-80-wp-zp-baier
2018,"Антракол 70 WG, ВГ","Байер",original,"Фунгіцид",antrakol-70-wg-vh-baier
2019,"Деларо Форте 280 ЕС","Байер",original,"Фунгіцид",delaro-forte-280-es-baier
2020,"Інпут Класік","Байер",original,"Фунгіцид",input-klasik-baier
2021,"Інфiнiто 61SC, 687,5, КС","Байер",original,"Фунгіцид",infinito-61sc-687-5-ks-baier
2022,"Камбаліо Прайм 20","Байер",original,"Фунгіцид",kambalio-praim-20-baier
2023,"Камбаліо Смарт 230","Байер",original,"Фунгіцид",kambalio-smart-230-baier
2024,"Каюніс32 5ЕС","Байер",original,"Фунгіцид",kayunis32-5es-baier
2025,"Луна  Сенсейшн 500 SC, КС","Байер",original,"Фунгіцид",luna-senseishn-500-sc-ks-baier
2026,"Луна Кер 71,6 WG, ВГ","Байер",original,"Фунгіцид",luna-ker-71-6-wg-vh-baier
2027,"Луна Экспiрiенс 400 SC, КС","Байер",original,"Фунгіцид",luna-ekspiriens-400-sc-ks-baier
2028,"Медiсон 263SC, КС","Байер",original,"Фунгіцид",medison-263sc-ks-baier
2029,"Натiво 75 WG, ВГ","Байер",original,"Фунгіцид",nativo-75-wg-vh-baier
2030,"Превiкур Енерджі 840SL, РК","Байер",original,"Фунгіцид",previkur-enerdzhi-840sl-rk-baier
2031,"Пропульс 250SE, СЕ","Байер",original,"Фунгіцид",propuls-250se-se-baier
2032,"Серенада ACO SC, КС","Байер",original,"Фунгіцид",serenada-aco-sc-ks-baier
2033,"Скала 400SC, КС","Байер",original,"Фунгіцид",skala-400sc-ks-baier
2034,"Солiгор 425 EC, КЕ","Байер",original,"Фунгіцид",solihor-425-ec-ke-baier
2035,"Тельдор 50WG, ВГ","Байер",original,"Фунгіцид",teldor-50wg-vh-baier
2036,"Тiлмор 240 ЕС, КЕ","Байер",original,"Фунгіцид",tilmor-240-es-ke-baier
2037,"Фалькон 460 EC","Байер",original,"Фунгіцид",falkon-460-ec-baier
2038,"Фанданго 200ЕС, ке","Байер",original,"Фунгіцид",fandanho-200es-ke-baier
2039,"Флiнт 50, КС","Байер",original,"Фунгіцид",flint-50-ks-baier
2040,"Фокс 325SC, КС","Байер",original,"Фунгіцид",foks-325sc-ks-baier
2041,"Фолiкур 250EW, ЕВ","Байер",original,"Фунгіцид",folikur-250ew-ev-baier
2042,"Абакус","Басф",original,"Фунгіцид",abakus-basf
2043,"Адексар Плюс","Басф",original,"Фунгіцид",adeksar-plyus-basf
2044,"Акріс, СЕ","Басф",original,"Фунгіцид",akris-se-basf
2045,"Акробат МЦ","Басф",original,"Фунгіцид",akrobat-mts-basf
2046,"Альтерно","Басф",original,"Фунгіцид",alterno-basf
2047,"Архітект, СЕ","Басф",original,"Фунгіцид",arkhitekt-se-basf
2048,"Белліс, ВГ","Басф",original,"Фунгіцид",bellis-vh-basf
2049,"Даксур, КС","Басф",original,"Фунгіцид",daksur-ks-basf
2050,"Делан","Басф",original,"Фунгіцид",delan-basf
2051,"Кабрiо Дуо","Басф",original,"Фунгіцид",kabrio-duo-basf
2052,"Капало","Басф",original,"Фунгіцид",kapalo-basf
2053,"Карамба","Басф",original,"Фунгіцид",karamba-basf
2054,"Колліс","Басф",original,"Фунгіцид",kollis-basf
2055,"Кумулюс ДФ","Басф",original,"Фунгіцид",kumulyus-df-basf
2056,"Малахiт","Басф",original,"Фунгіцид",malakhit-basf
2057,"Орвего,кс","Басф",original,"Фунгіцид",orveho-ks-basf
2058,"Осiрiс Про, КЕ","Басф",original,"Фунгіцид",osiris-pro-ke-basf
2059,"Полiрам ДФ","Басф",original,"Фунгіцид",poliram-df-basf
2060,"Пріаксор","Басф",original,"Фунгіцид",priaksor-basf
2061,"Пiктор ТОП, КС","Басф",original,"Фунгіцид",piktor-top-ks-basf
2062,"Пiктор, КС","Басф",original,"Фунгіцид",piktor-ks-basf
2063,"Ревікер, КЕ","Басф",original,"Фунгіцид",reviker-ke-basf
2064,"Ревіона","Басф",original,"Фунгіцид",reviona-basf
2065,"Рекс Дуо, КС","Басф",original,"Фунгіцид",reks-duo-ks-basf
2066,"Рекс Плюс, СЕ","Басф",original,"Фунгіцид",reks-plyus-se-basf
2067,"Рекс Про, СЕ","Басф",original,"Фунгіцид",reks-pro-se-basf
2068,"Серкадіс","Басф",original,"Фунгіцид",serkadis-basf
2069,"Серкадіс Плюс","Басф",original,"Фунгіцид",serkadis-plyus-basf
2070,"Стробi","Басф",original,"Фунгіцид",strobi-basf
2071,"Сiгнум","Басф",original,"Фунгіцид",sihnum-basf
2072,"Флексiтi","Басф",original,"Фунгіцид",fleksiti-basf
2073,"Абсолют","Дефенда",original,"Фунгіцид",absolyut-defenda
2074,"Дот","Дефенда",original,"Фунгіцид",dot-defenda
2075,"Камзол","Дефенда",original,"Фунгіцид",kamzol-defenda
2076,"Камзол Турбо","Дефенда",original,"Фунгіцид",kamzol-turbo-defenda
2077,"Кітч","Дефенда",original,"Фунгіцид",kitch-defenda
2078,"Меценат","Дефенда",original,"Фунгіцид",metsenat-defenda
2079,"Парацельс","Дефенда",original,"Фунгіцид",paratsels-defenda
2080,"Пегас","Дефенда",original,"Фунгіцид",pehas-defenda
2081,"Сальто","Дефенда",original,"Фунгіцид",salto-defenda
2082,"Спліт","Дефенда",original,"Фунгіцид",split-defenda
2083,"Спліт Дуо","Дефенда",original,"Фунгіцид",split-duo-defenda
2084,"Старк","Дефенда",original,"Фунгіцид",stark-defenda
2085,"Талер","Дефенда",original,"Фунгіцид",taler-defenda
2086,"Ультралін","Дефенда",original,"Фунгіцид",ultralin-defenda
2087,"Аканто Плюс","Кортева",original,"Фунгіцид",akanto-plyus-korteva
2088,"Вербен, КЕ","Кортева",original,"Фунгіцид",verben-ke-korteva
2089,"Віован, КЕ","Кортева",original,"Фунгіцид",viovan-ke-korteva
2090,"Дітан М-45","Кортева",original,"Фунгіцид",ditan-m-45-korteva
2091,"Зорвекс Вінабрія","Кортева",original,"Фунгіцид",zorveks-vinabriya-korteva
2092,"Зорвекс Інкантія","Кортева",original,"Фунгіцид",zorveks-inkantiya-korteva
2093,"Косайд 2000 в.г.","Кортева",original,"Фунгіцид",kosaid-2000-v-h-korteva
2094,"Курзат Р 44","Кортева",original,"Фунгіцид",kurzat-r-44-korteva
2095,"Талендо","Кортева",original,"Фунгіцид",talendo-korteva
2096,"Талiус","Кортева",original,"Фунгіцид",talius-korteva
2097,"Танос 50вг","Кортева",original,"Фунгіцид",tanos-50vh-korteva
2098,"Антал, ТН","Нертус",econom,"Фунгіцид",antal-tn-nertus
2099,"Беркут Форте, КЕ","Нертус",econom,"Фунгіцид",berkut-forte-ke-nertus
2100,"Беркут, КЕ","Нертус",econom,"Фунгіцид",berkut-ke-nertus
2101,"Брандер, КС","Нертус",econom,"Фунгіцид",brander-ks-nertus
2102,"Віртуоз, КЕ","Нертус",econom,"Фунгіцид",virtuoz-ke-nertus
2103,"Кіпер, КС","Нертус",econom,"Фунгіцид",kiper-ks-nertus
2104,"Рінкоцеб, з.п.","Нертус",econom,"Фунгіцид",rinkotseb-z-p-nertus
2105,"Скоразол, к.е.","Нертус",econom,"Фунгіцид",skorazol-k-e-nertus
2106,"Таурт, ТН","Нертус",econom,"Фунгіцид",taurt-tn-nertus
2107,"Тіома, КС","Нертус",econom,"Фунгіцид",tioma-ks-nertus
2108,"Тумен, ТН","Нертус",econom,"Фунгіцид",tumen-tn-nertus
2109,"Фіделіс, КС","Нертус",econom,"Фунгіцид",fidelis-ks-nertus
2110,"Флуафол, КС","Нертус",econom,"Фунгіцид",fluafol-ks-nertus
2111,"Фонтес ЗП","Нертус",econom,"Фунгіцид",fontes-zp-nertus
2112,"Шлях, КЕ NEW","Нертус",econom,"Фунгіцид",shlyakh-ke-new-nertus
2113,"БЛОК","Нопосон",econom,"Фунгіцид",blok-noposon
2114,"КАРБОН","Нопосон",econom,"Фунгіцид",karbon-noposon
2115,"ЛІКОРІС","Нопосон",econom,"Фунгіцид",likoris-noposon
2116,"Айріс, КЕ","Нуфарм",original,"Фунгіцид",airis-ke-nufarm
2117,"Джоуст Про","Нуфарм",original,"Фунгіцид",dzhoust-pro-nufarm
2118,"Купроксат","Нуфарм",original,"Фунгіцид",kuproksat-nufarm
2119,"Орбiт","Нуфарм",original,"Фунгіцид",orbit-nufarm
2120,"Орбiт Комбі","Нуфарм",original,"Фунгіцид",orbit-kombi-nufarm
2121,"Протеб, КЕ","Нуфарм",original,"Фунгіцид",proteb-ke-nufarm
2122,"Сієста Екстра","Нуфарм",original,"Фунгіцид",siyesta-ekstra-nufarm
2123,"Тейзер","Нуфарм",original,"Фунгіцид",teizer-nufarm
2124,"Чемп Ультра DP","Нуфарм",original,"Фунгіцид",chemp-ultra-dp-nufarm
2125,"Чемпiон, ВГ","Нуфарм",original,"Фунгіцид",chempion-vh-nufarm
2126,"Чемпiон, ЗП","Нуфарм",original,"Фунгіцид",chempion-zp-nufarm
2127,"Артемікс, КС","Самміт-Агро",original,"Фунгіцид",artemiks-ks-sammit-agro
2128,"Глорі, ВГ","Самміт-Агро",original,"Фунгіцид",hlori-vh-sammit-agro
2129,"Зепан, КС","Самміт-Агро",original,"Фунгіцид",zepan-ks-sammit-agro
2130,"Ікарус Турбо 430 ЕВ","Самміт-Агро",original,"Фунгіцид",ikarus-turbo-430-ev-sammit-agro
2131,"Каллатіс 280SC, КС","Самміт-Агро",original,"Фунгіцид",kallatis-280sc-ks-sammit-agro
2132,"Кармеліс, КС","Самміт-Агро",original,"Фунгіцид",karmelis-ks-sammit-agro
2133,"Манзат ВГ (манкоцеб)","Самміт-Агро",original,"Фунгіцид",manzat-vh-mankotseb-sammit-agro
2134,"Медян Eкстра 350 SC","Самміт-Агро",original,"Фунгіцид",medyan-ekstra-350-sc-sammit-agro
2135,"Мігіва, КС","Самміт-Агро",original,"Фунгіцид",mihiva-ks-sammit-agro
2136,"Мiлдiкат 25, КС","Самміт-Агро",original,"Фунгіцид",mildikat-25-ks-sammit-agro
2137,"Наутіл, ВГ","Самміт-Агро",original,"Фунгіцид",nautil-vh-sammit-agro
2138,"Парад, КС","Самміт-Агро",original,"Фунгіцид",parad-ks-sammit-agro
2139,"Ранман ТОП, КС","Самміт-Агро",original,"Фунгіцид",ranman-top-ks-sammit-agro
2140,"Топсин М 500, КС","Самміт-Агро",original,"Фунгіцид",topsyn-m-500-ks-sammit-agro
2141,"Топсiн-М 500, КС","Самміт-Агро",original,"Фунгіцид",topsin-m-500-ks-sammit-agro
2142,"Ультіма 250","Самміт-Агро",original,"Фунгіцид",ultima-250-sammit-agro
2143,"Хансі, КС","Самміт-Агро",original,"Фунгіцид",khansi-ks-sammit-agro
2144,"Ютака СЕ","Самміт-Агро",original,"Фунгіцид",yutaka-se-sammit-agro
2145,"Ямато СЕ","Самміт-Агро",original,"Фунгіцид",yamato-se-sammit-agro
2146,"Альто Супер 330 EC","Сингента",original,"Фунгіцид",alto-super-330-ec-synhenta
2147,"Амістар Екстра 280 SC","Сингента",original,"Фунгіцид",amistar-ekstra-280-sc-synhenta
2148,"Амiстар Голд 250","Сингента",original,"Фунгіцид",amistar-hold-250-synhenta
2149,"Геокс 50WG","Сингента",original,"Фунгіцид",heoks-50wg-synhenta
2150,"Дінали 90 DC","Сингента",original,"Фунгіцид",dinaly-90-dc-synhenta
2151,"Елатус РІА","Сингента",original,"Фунгіцид",elatus-ria-synhenta
2152,"Ізабiон","Сингента",original,"Фунгіцид",izabion-synhenta
2153,"Квадрис 250 SC кс","Сингента",original,"Фунгіцид",kvadrys-250-sc-ks-synhenta
2154,"Квадрис Топ 325 SC","Сингента",original,"Фунгіцид",kvadrys-top-325-sc-synhenta
2155,"Квантіс SL","Сингента",original,"Фунгіцид",kvantis-sl-synhenta
2156,"Магнелло 350","Сингента",original,"Фунгіцид",mahnello-350-synhenta
2157,"Міравіс 200 SС","Сингента",original,"Фунгіцид",miravis-200-ss-synhenta
2158,"Міравіс АСЕ SE","Сингента",original,"Фунгіцид",miravis-ase-se-synhenta
2159,"Міравіс МАХХ 325 SC","Сингента",original,"Фунгіцид",miravis-makhkh-325-sc-synhenta
2160,"Міравіс Нео 300 SЕ","Сингента",original,"Фунгіцид",miravis-neo-300-se-synhenta
2161,"Міравіс DUO SC","Сингента",original,"Фунгіцид",miravis-duo-sc-synhenta
2162,"Міравіс PRIME 400 SC","Сингента",original,"Фунгіцид",miravis-prime-400-sc-synhenta
2163,"Моддус 250ЕС","Сингента",original,"Фунгіцид",moddus-250es-synhenta
2164,"Орондіс EVO 262 SC","Сингента",original,"Фунгіцид",orondis-evo-262-sc-synhenta
2165,"Орондіс ULTRA 280 SC","Сингента",original,"Фунгіцид",orondis-ultra-280-sc-synhenta
2166,"Пергадо R 27WG","Сингента",original,"Фунгіцид",perhado-r-27wg-synhenta
2167,"Ревус ТОП 250 SC к.с.","Сингента",original,"Фунгіцид",revus-top-250-sc-k-s-synhenta
2168,"Рекванс Флекс 430WG","Сингента",original,"Фунгіцид",rekvans-fleks-430wg-synhenta
2169,"Ридомил голд  R WG","Сингента",original,"Фунгіцид",rydomyl-hold-r-wg-synhenta
2170,"Ридомил голд MZ 68WG","Сингента",original,"Фунгіцид",rydomyl-hold-mz-68wg-synhenta
2171,"Сайпрес 400ЕС","Сингента",original,"Фунгіцид",saipres-400es-synhenta
2172,"Свiтч 62,5 WG","Сингента",original,"Фунгіцид",svitch-62-5-wg-synhenta
2173,"Скор  250 ЕС","Сингента",original,"Фунгіцид",skor-250-es-synhenta
2174,"Спірале 475 EC","Сингента",original,"Фунгіцид",spirale-475-ec-synhenta
2175,"Таегро WP","Сингента",original,"Фунгіцид",taehro-wp-synhenta
2176,"Тілт Турбо","Сингента",original,"Фунгіцид",tilt-turbo-synhenta
2177,"Топаз 100 ЕС","Сингента",original,"Фунгіцид",topaz-100-es-synhenta
2178,"Тiовiт Джет 80WG","Сингента",original,"Фунгіцид",tiovit-dzhet-80wg-synhenta
2179,"Хорус 75 WG","Сингента",original,"Фунгіцид",khorus-75-wg-synhenta
2180,"Циделі ТОП 140 DC","Сингента",original,"Фунгіцид",tsydeli-top-140-dc-synhenta
2181,"Ширлан 500SC","Сингента",original,"Фунгіцид",shyrlan-500sc-synhenta
2182,"Юнiформ 446SE","Сингента",original,"Фунгіцид",yuniform-446se-synhenta
2183,"Голдазiм 500 к.с.","Терра Віта",original,"Фунгіцид",holdazim-500-k-s-terra-vita
2184,"Спрінтер 500 КЕ","Терра Віта",original,"Фунгіцид",sprinter-500-ke-terra-vita
2185,"Сiнекура 680ке","Терра Віта",original,"Фунгіцид",sinekura-680ke-terra-vita
2186,"Таффiн 320 КС","Терра Віта",original,"Фунгіцид",taffin-320-ks-terra-vita
2187,"Тебу Топ 250ке","Терра Віта",original,"Фунгіцид",tebu-top-250ke-terra-vita
2188,"Тебукур 250 ке","Терра Віта",original,"Фунгіцид",tebukur-250-ke-terra-vita
2189,"Тріафер Т 300 КС","Терра Віта",original,"Фунгіцид",triafer-t-300-ks-terra-vita
2190,"Фулгор 250 кс","Терра Віта",original,"Фунгіцид",fulhor-250-ks-terra-vita
2191,"Фулгор Голд 500","Терра Віта",original,"Фунгіцид",fulhor-hold-500-terra-vita
2192,"Харбор 320 КС","Терра Віта",original,"Фунгіцид",kharbor-320-ks-terra-vita
2193,"Акула, КЕ","Укравіт",premium,"Фунгіцид",akula-ke-ukravit
2194,"Антріал, КЕ NEW2026","Укравіт",premium,"Фунгіцид",antrial-ke-new2026-ukravit
2195,"Асгард, РК Новинка","Укравіт",premium,"Фунгіцид",ashard-rk-novynka-ukravit
2196,"Аякс, КС","Укравіт",premium,"Фунгіцид",ayaks-ks-ukravit
2197,"Вінат, КС NEW 2026","Укравіт",premium,"Фунгіцид",vinat-ks-new-2026-ukravit
2198,"Віоліс, КС","Укравіт",premium,"Фунгіцид",violis-ks-ukravit
2199,"Гарт, ЗП","Укравіт",premium,"Фунгіцид",hart-zp-ukravit
2200,"Дезарал Екстра, КС","Укравіт",premium,"Фунгіцид",dezaral-ekstra-ks-ukravit
2201,"Дезарал, КС","Укравіт",premium,"Фунгіцид",dezaral-ks-ukravit
2202,"Делавіт","Укравіт",premium,"Фунгіцид",delavit-ukravit
2203,"Джек Пот, КЕ","Укравіт",premium,"Фунгіцид",dzhek-pot-ke-ukravit
2204,"Захисник Екстра, КС","Укравіт",premium,"Фунгіцид",zakhysnyk-ekstra-ks-ukravit
2205,"Захисник, КС","Укравіт",premium,"Фунгіцид",zakhysnyk-ks-ukravit
2206,"Захист, ЗП","Укравіт",premium,"Фунгіцид",zakhyst-zp-ukravit
2207,"Інспір Голд, КЕ","Укравіт",premium,"Фунгіцид",inspir-hold-ke-ukravit
2208,"Капітал, КС","Укравіт",premium,"Фунгіцид",kapital-ks-ukravit
2209,"Каріоліс,ТН","Укравіт",premium,"Фунгіцид",kariolis-tn-ukravit
2210,"Лайвіт, ТН","Укравіт",premium,"Фунгіцид",laivit-tn-ukravit
2211,"Лексіон, ВГ NEW2026","Укравіт",premium,"Фунгіцид",leksion-vh-new2026-ukravit
2212,"Лікур, КЕ NEW2026","Укравіт",premium,"Фунгіцид",likur-ke-new2026-ukravit
2213,"Манвіт, ЗП","Укравіт",premium,"Фунгіцид",manvit-zp-ukravit
2214,"Рекорд, ТН","Укравіт",premium,"Фунгіцид",rekord-tn-ukravit
2215,"Рестлер Тріо, КС","Укравіт",premium,"Фунгіцид",restler-trio-ks-ukravit
2216,"Ріальт, КС","Укравіт",premium,"Фунгіцид",rialt-ks-ukravit
2217,"Самшит, КС","Укравіт",premium,"Фунгіцид",samshyt-ks-ukravit
2218,"Сінан, КС","Укравіт",premium,"Фунгіцид",sinan-ks-ukravit
2219,"Страж, КС","Укравіт",premium,"Фунгіцид",strazh-ks-ukravit
2220,"Супервін, КС","Укравіт",premium,"Фунгіцид",supervin-ks-ukravit
2221,"Ті Рекс, КЕ","Укравіт",premium,"Фунгіцид",ti-reks-ke-ukravit
2222,"Топ Ефект, КС","Укравіт",premium,"Фунгіцид",top-efekt-ks-ukravit
2223,"Тройсет, ВГ (Тріафіт)","Укравіт",premium,"Фунгіцид",troiset-vh-triafit-ukravit
2224,"Ультрасил Дуо, ТН","Укравіт",premium,"Фунгіцид",ultrasyl-duo-tn-ukravit
2225,"Ультрасил, ТН","Укравіт",premium,"Фунгіцид",ultrasyl-tn-ukravit
2226,"Унікаль МАКС, КС","Укравіт",premium,"Фунгіцид",unikal-maks-ks-ukravit
2227,"Унікаль, КС","Укравіт",premium,"Фунгіцид",unikal-ks-ukravit
2228,"Феномен, ВГ","Укравіт",premium,"Фунгіцид",fenomen-vh-ukravit
2229,"Фундазим, ЗП","Укравіт",premium,"Фунгіцид",fundazym-zp-ukravit
2230,"Цілитель, ЗП","Укравіт",premium,"Фунгіцид",tsilytel-zp-ukravit
2231,"Імпакт 500","ФМС",original,"Фунгіцид",impakt-500-fms
2232,"Імпакт Т","ФМС",original,"Фунгіцид",impakt-t-fms
2233,"Кодасайд","ФМС",original,"Фунгіцид",kodasaid-fms
2234,"Тремізія","ФМС",original,"Фунгіцид",tremiziya-fms
2235,"Імпакт К","Adama",original,"Фунгіцид",impakt-k-adama
2236,"Авідо, ТН","Alfa Smart Agro",premium,"Фунгіцид",avido-tn-alfa-smart-agro
2237,"Авіценна Плюс, ТН","Alfa Smart Agro",premium,"Фунгіцид",avitsenna-plyus-tn-alfa-smart-agro
2238,"Авіценна, СЕ","Alfa Smart Agro",premium,"Фунгіцид",avitsenna-se-alfa-smart-agro
2239,"Адарайв, КЕ","Alfa Smart Agro",premium,"Фунгіцид",adaraiv-ke-alfa-smart-agro
2240,"Альфа-Мідь, ЗП","Alfa Smart Agro",premium,"Фунгіцид",alfa-mid-zp-alfa-smart-agro
2241,"Альфа-Стандарт, КС","Alfa Smart Agro",premium,"Фунгіцид",alfa-standart-ks-alfa-smart-agro
2242,"Альфа-Тебузол, КЕ","Alfa Smart Agro",premium,"Фунгіцид",alfa-tebuzol-ke-alfa-smart-agro
2243,"Амікон, ЕВ","Alfa Smart Agro",premium,"Фунгіцид",amikon-ev-alfa-smart-agro
2244,"Анелас, КЕ","Alfa Smart Agro",premium,"Фунгіцид",anelas-ke-alfa-smart-agro
2245,"Артіс Плюс, КС","Alfa Smart Agro",premium,"Фунгіцид",artis-plyus-ks-alfa-smart-agro
2246,"Баррет, КЕ","Alfa Smart Agro",premium,"Фунгіцид",barret-ke-alfa-smart-agro
2247,"Болівар Форте, КС","Alfa Smart Agro",premium,"Фунгіцид",bolivar-forte-ks-alfa-smart-agro
2248,"Варос, КС","Alfa Smart Agro",premium,"Фунгіцид",varos-ks-alfa-smart-agro
2249,"Венцедор, ТН","Alfa Smart Agro",premium,"Фунгіцид",ventsedor-tn-alfa-smart-agro
2250,"Грейвіс, ЕВ","Alfa Smart Agro",premium,"Фунгіцид",hreivis-ev-alfa-smart-agro
2251,"ДОК Про, ЗП","Alfa Smart Agro",premium,"Фунгіцид",dok-pro-zp-alfa-smart-agro
2252,"Камелот, КЕ","Alfa Smart Agro",premium,"Фунгіцид",kamelot-ke-alfa-smart-agro
2253,"Кантаріс, ТН","Alfa Smart Agro",premium,"Фунгіцид",kantaris-tn-alfa-smart-agro
2254,"Кваліфай, КЕ","Alfa Smart Agro",premium,"Фунгіцид",kvalifai-ke-alfa-smart-agro
2255,"Корвізар М, КЕ","Alfa Smart Agro",premium,"Фунгіцид",korvizar-m-ke-alfa-smart-agro
2256,"Кросбі, СЕ","Alfa Smart Agro",premium,"Фунгіцид",krosbi-se-alfa-smart-agro
2257,"Релевант, КС","Alfa Smart Agro",premium,"Фунгіцид",relevant-ks-alfa-smart-agro
2258,"Ставарро, СЕ","Alfa Smart Agro",premium,"Фунгіцид",stavarro-se-alfa-smart-agro
2259,"Стеліум Ультра, ТН","Alfa Smart Agro",premium,"Фунгіцид",stelium-ultra-tn-alfa-smart-agro
2260,"Тезис, КС","Alfa Smart Agro",premium,"Фунгіцид",tezys-ks-alfa-smart-agro
2261,"Теквіл, КЕ","Alfa Smart Agro",premium,"Фунгіцид",tekvil-ke-alfa-smart-agro
2262,"Теламус, КС","Alfa Smart Agro",premium,"Фунгіцид",telamus-ks-alfa-smart-agro
2263,"Фенікс Дуо, КС","Alfa Smart Agro",premium,"Фунгіцид",feniks-duo-ks-alfa-smart-agro
2264,"Фенікс, КС","Alfa Smart Agro",premium,"Фунгіцид",feniks-ks-alfa-smart-agro
2265,"Хеллер, КС","Alfa Smart Agro",premium,"Фунгіцид",kheller-ks-alfa-smart-agro
2266,"АЦИДАН, ЗП","Himagro",econom,"Фунгіцид",atsydan-zp-himagro
2267,"БАЙЗАФОН, ЗП","Himagro",econom,"Фунгіцид",baizafon-zp-himagro
2268,"БРЕДЛІ","Himagro",econom,"Фунгіцид",bredli-himagro
2269,"БРОДВЕЙ, КС","Himagro",econom,"Фунгіцид",brodvei-ks-himagro
