Код,Дія,Лист,Виробник,Назва (прайс),Фасовка,Діюча речовина,Норма,Категорія slug,Категорія UA,Ціна з ПДВ,Без ПДВ,Готівка ×1.10,Валюта,Slug (наш),Назва (наша),Фасовка (наша),Tier,№ рядка
2210,existing,"Укравіт","Укравіт","Лайвіт, ТН","5 л","Протіоконазол, 50 г/л + дифеноконазол 50 г/л + піраклостробін 25г/л","",funhitsydy,"Фунгіцид",24.73,20.6,22.66,USD,"laivit-tn-ukravit","Лайвіт, ТН","5 л",premium,122
2211,existing,"Укравіт","Укравіт","Лексіон, ВГ NEW2026","1 л","Ципродиніл, 375 г/л + флудиоксоніл, 250г/л","",funhitsydy,"Фунгіцид",126.5,105.42,115.96,USD,"leksion-vh-new2026-ukravit","Лексіон, ВГ NEW2026","1 л",premium,98
2212,existing,"Укравіт","Укравіт","Лікур, КЕ NEW2026","1;5","Дифеноконазол, 375г/л","",funhitsydy,"Фунгіцид",34.5,28.75,31.63,USD,"likur-ke-new2026-ukravit","Лікур, КЕ NEW2026","1;5",premium,99
2213,existing,"Укравіт","Укравіт","Манвіт, ЗП","5 л","Манкоцеб, 750г/кг","",funhitsydy,"Фунгіцид",14.95,12.46,13.71,USD,"manvit-zp-ukravit","Манвіт, ЗП","5 л",premium,100
2214,existing,"Укравіт","Укравіт","Рекорд, ТН","5 л","Карбоксин, 170 г/л + тирам, 170 г/л","",funhitsydy,"Фунгіцид",13.23,11.02,12.12,USD,"rekord-tn-ukravit","Рекорд, ТН","5 л",premium,127
2215,existing,"Укравіт","Укравіт","Рестлер Тріо, КС","5 л","Флудиоксоніл, 15 г/л + прохлораз, 60 г/л + ципроконазол, 6 г/л","",funhitsydy,"Фунгіцид",14.95,12.46,13.71,USD,"restler-trio-ks-ukravit","Рестлер Тріо, КС","5 л",premium,128
2216,existing,"Укравіт","Укравіт","Ріальт, КС","5 л","Піраклостробін, 300 г/л + боскалід, 200г/л","",funhitsydy,"Фунгіцид",63.25,52.71,57.98,USD,"rialt-ks-ukravit","Ріальт, КС","5 л",premium,101
2217,existing,"Укравіт","Укравіт","Самшит, КС","5 л","Дифеноконазол,200г/л+крезоксим-метил,100 г/л","",funhitsydy,"Фунгіцид",36.8,30.67,33.74,USD,"samshyt-ks-ukravit","Самшит, КС","5 л",premium,102
2218,existing,"Укравіт","Укравіт","Сінан, КС","10 л","Піраклостробін, 130 г/л+ дифеноконазол, 130 г/л","",funhitsydy,"Фунгіцид",22.77,18.98,20.88,USD,"sinan-ks-ukravit","Сінан, КС","10 л",premium,105
2219,existing,"Укравіт","Укравіт","Страж, КС","1 л","Ципродиніл, 500 г/л","",funhitsydy,"Фунгіцид",46,38.33,42.16,USD,"strazh-ks-ukravit","Страж, КС","1 л",premium,103
2220,existing,"Укравіт","Укравіт","Супервін, КС","5 л","Флутриафол, 30 г/л + тіабедазол, 45 г/л","",funhitsydy,"Фунгіцид",9.2,7.67,8.44,USD,"supervin-ks-ukravit","Супервін, КС","5 л",premium,129
2221,existing,"Укравіт","Укравіт","Ті Рекс, КЕ","5 л","Пропіканазол, 150 г/л + тріадимефон, 150 г/л","",funhitsydy,"Фунгіцид",19.55,16.29,17.92,USD,"ti-reks-ke-ukravit","Ті Рекс, КЕ","5 л",premium,106
2222,existing,"Укравіт","Укравіт","Топ Ефект, КС","5 л","Флутріафол, 250 г/л","",funhitsydy,"Фунгіцид",13.8,11.5,12.65,USD,"top-efekt-ks-ukravit","Топ Ефект, КС","5 л",premium,107
2223,existing,"Укравіт","Укравіт","Тройсет, ВГ (Тріафіт)","1 л","Дифеноконазол, 50 г/кг + диметоморф, 40 г/кг + металаксил-м, 40 г/кг","",funhitsydy,"Фунгіцид",12.65,10.54,11.59,USD,"troiset-vh-triafit-ukravit","Тройсет, ВГ (Тріафіт)","1 л",premium,108
2224,existing,"Укравіт","Укравіт","Ультрасил Дуо, ТН","5 л","Тебуконазол, 60 г/л + імазаліл 100 г/л","",funhitsydy,"Фунгіцид",20.13,16.77,18.45,USD,"ultrasyl-duo-tn-ukravit","Ультрасил Дуо, ТН","5 л",premium,131
2225,existing,"Укравіт","Укравіт","Ультрасил, ТН","5 л","Тебуконазол, 120 г/л","",funhitsydy,"Фунгіцид",8.86,7.38,8.12,USD,"ultrasyl-tn-ukravit","Ультрасил, ТН","5 л",premium,130
2226,existing,"Укравіт","Укравіт","Унікаль МАКС, КС","10 л","Тебуконазол, 500 г/л","",funhitsydy,"Фунгіцид",15.87,13.23,14.55,USD,"unikal-maks-ks-ukravit","Унікаль МАКС, КС","10 л",premium,112
2227,existing,"Укравіт","Укравіт","Унікаль, КС","10;20","Тебуконазол, 250 г/л","",funhitsydy,"Фунгіцид",8.97,7.48,8.23,USD,"unikal-ks-ukravit","Унікаль, КС","10;20",premium,110
2228,existing,"Укравіт","Укравіт","Феномен, ВГ","1 л","Каптан, 780 г/кг + флутриафол, 20 г/кг","",funhitsydy,"Фунгіцид",11.5,9.58,10.54,USD,"fenomen-vh-ukravit","Феномен, ВГ","1 л",premium,113
2229,existing,"Укравіт","Укравіт","Фундазим, ЗП","1 л","Беноміл, 500 г/кг","",funhitsydy,"Фунгіцид",20.7,17.25,18.98,USD,"fundazym-zp-ukravit","Фундазим, ЗП","1 л",premium,115
2230,existing,"Укравіт","Укравіт","Цілитель, ЗП","5 л","Металаксил, 80 г/кг + манкоцеб, 640 г/кг","",funhitsydy,"Фунгіцид",14.38,11.98,13.18,USD,"tsilytel-zp-ukravit","Цілитель, ЗП","5 л",premium,116
2239,existing,"ALFASMARTAGRO","Alfa Smart Agro","Адарайв, КЕ","5 л","тебуконазол, 280г/л + проіоконазол, 100г/л","",funhitsydy,"Фунгіцид",29.04,24.2,26.62,USD,"adaraiv-ke-alfa-smart-agro","Адарайв, КЕ","5 л",premium,12
2240,existing,"ALFASMARTAGRO","Alfa Smart Agro","Альфа-Мідь, ЗП","10 кг","гідроокис міді, 770 г/кг","1,5-3,0",funhitsydy,"Фунгіцид",12.59,10.49,11.54,USD,"alfa-mid-zp-alfa-smart-agro","Альфа-Мідь, ЗП","10 кг",premium,13
2241,existing,"ALFASMARTAGRO","Alfa Smart Agro","Альфа-Стандарт, КС","10 л","карбендазим, 500 г/л","0,3-1,5",funhitsydy,"Фунгіцид",6.6,5.5,6.05,USD,"alfa-standart-ks-alfa-smart-agro","Альфа-Стандарт, КС","10 л",premium,14
2242,existing,"ALFASMARTAGRO","Alfa Smart Agro","Альфа-Тебузол, КЕ","10 л","тебуконазол, 250 г/л","",funhitsydy,"Фунгіцид",9.35,7.79,8.57,USD,"alfa-tebuzol-ke-alfa-smart-agro","Альфа-Тебузол, КЕ","10 л",premium,15
2244,existing,"ALFASMARTAGRO","Alfa Smart Agro","Анелас, КЕ","1 л","піраклостробін 250 г/л + міклобутаніл 250 г/л","0,5-1,1",funhitsydy,"Фунгіцид",41.81,34.84,38.32,USD,"anelas-ke-alfa-smart-agro","Анелас, КЕ","1 л",premium,17
2250,existing,"ALFASMARTAGRO","Alfa Smart Agro","Грейвіс, ЕВ","5 л","мепікват-хлорид, 250 г/л+тебуконазол, 110 г/л","",funhitsydy,"Фунгіцид",15.73,13.11,14.42,USD,"hreivis-ev-alfa-smart-agro","Грейвіс, ЕВ","5 л",premium,102
2257,existing,"ALFASMARTAGRO","Alfa Smart Agro","Релевант, КС","5 л","тіофанат-метил, 375г/л +цимоксаніл, 225 г/кг + продукт ферментації актиноміцетів, 5 г/кг","0,4-0,6",funhitsydy,"Фунгіцид",22.55,18.79,20.67,USD,"relevant-ks-alfa-smart-agro","Релевант, КС","5 л",premium,27
2266,existing,"Himagro","Himagro","АЦИДАН, ЗП","10 кг","металаксил 80 г/кг і манкоцеб 640 г/кг","2,0 - 2,5",funhitsydy,"Фунгіцид",10.93,9.1,10.01,USD,"atsydan-zp-himagro","АЦИДАН, ЗП","10 кг",econom,135
2267,existing,"Himagro","Himagro","БАЙЗАФОН, ЗП","1 кг","тріадимефон 250 г/кг","0,15 - 1,0",funhitsydy,"Фунгіцид",10.35,8.63,9.49,USD,"baizafon-zp-himagro","БАЙЗАФОН, ЗП","1 кг",econom,139
2268,existing,"Himagro","Himagro","БРЕДЛІ","10 л","боскалід, 500г/л","0,2-1,2",funhitsydy,"Фунгіцид",59.8,49.83,54.81,USD,"bredli-himagro","БРЕДЛІ","10 л",econom,140
2269,existing,"Himagro","Himagro","БРОДВЕЙ, КС","20 л","азоксістробін 250 г/л","0,6-0,8",funhitsydy,"Фунгіцид",13.8,11.5,12.65,USD,"brodvei-ks-himagro","БРОДВЕЙ, КС","20 л",econom,143
2270,existing,"Himagro","Himagro","ДОКТОР КРОП, КС","20 л","карбендазим 500 г/л","0,3 - 0,5",funhitsydy,"Фунгіцид",6.67,5.56,6.12,USD,"doktor-krop-ks-himagro","ДОКТОР КРОП, КС","20 л",econom,146
2271,existing,"Himagro","Himagro","ЕФАТОЛ, ЗП","2.5 кг","фосетил алюмінію 800 г/кг","2,0 - 3,0",funhitsydy,"Фунгіцид",12.65,10.54,11.59,USD,"efatol-zp-himagro","ЕФАТОЛ, ЗП","2.5 кг",econom,150
2272,existing,"Himagro","Himagro","Жокей Екстра, КС","20 л","азоксістробін 200 г/л, ципроконазол 80 г/л","0,5-1,0",funhitsydy,"Фунгіцид",17.83,14.85,16.34,USD,"zhokei-ekstra-ks-himagro","Жокей Екстра, КС","20 л",econom,151
2273,existing,"Himagro","Himagro","Лайфсул, ВГ","20 кг","сірка 800 г/кг","2,0-3,0",funhitsydy,"Фунгіцид",3.22,2.68,2.95,USD,"laifsul-vh-himagro","Лайфсул, ВГ","20 кг",econom,154
2274,existing,"Himagro","Himagro","МЕТАКАРБ, КС","10 л","карбендазим 200 г/л + металаксил 100 г/л","1,0 -1,2",funhitsydy,"Фунгіцид",12.65,10.54,11.59,USD,"metakarb-ks-himagro","МЕТАКАРБ, КС","10 л",econom,155
2275,existing,"Himagro","Himagro","МЕТЕОР, ЗП","10 кг","гідроокис міді, 770 г/кг","2,0 - 4,0",funhitsydy,"Фунгіцид",13.11,10.93,12.02,USD,"meteor-zp-himagro","МЕТЕОР, ЗП","10 кг",econom,158
2276,existing,"Himagro","Himagro","СНУКЕР, КС","5 л","метконазол, 60 г/л","0,75-1,5",funhitsydy,"Фунгіцид",25.88,21.56,23.72,USD,"snuker-ks-himagro","СНУКЕР, КС","5 л",econom,132
2277,existing,"Himagro","Himagro","ТЕБУФОР, КЕ","20 л","тебуконазол 250 г/л","0,5 - 1,0",funhitsydy,"Фунгіцид",7.82,6.52,7.17,USD,"tebufor-ke-himagro","ТЕБУФОР, КЕ","20 л",econom,162
2278,existing,"Himagro","Himagro","ТІОФЕН","1 кг","тіофанат-метил 500г/кг","",funhitsydy,"Фунгіцид",9.78,8.15,8.97,USD,"tiofen-himagro","ТІОФЕН","1 кг",econom,167
2279,existing,"Himagro","Himagro","ТІОФЕН ЕКСТРА, ЗП","10 кг","тіофанат-метил 700 г/кг і пенконазол, 25 г/л","0,8 - 1,0",funhitsydy,"Фунгіцид",14.95,12.46,13.71,USD,"tiofen-ekstra-zp-himagro","ТІОФЕН ЕКСТРА, ЗП","10 кг",econom,168
2280,existing,"Himagro","Himagro","ТОНУС, КЕ","20 л","Піраклостробін 250 г/л","0,15 - 1,0",funhitsydy,"Фунгіцид",18.4,15.33,16.86,USD,"tonus-ke-himagro","ТОНУС, КЕ","20 л",econom,128
2281,existing,"Himagro","Himagro","УНІВЕРСАЛ, ЗП","1 кг","тебуконазол 500 г/кг","0,2 - 0,35",funhitsydy,"Фунгіцид",13.23,11.02,12.12,USD,"universal-zp-himagro","УНІВЕРСАЛ, ЗП","1 кг",econom,170
2282,existing,"Himagro","Himagro","ФІТОЛІКАР, КС","20 л","Флутриафол 250 г/л","0,3 - 0,5",funhitsydy,"Фунгіцид",12.08,10.06,11.07,USD,"fitolikar-ks-himagro","ФІТОЛІКАР, КС","20 л",econom,171
2283,existing,"Himagro","Himagro","ФРЕГАТ, КС","20 л","Цимоксаніл 125 г/л і диметоморф 180 г/л","0,6 - 1,2",funhitsydy,"Фунгіцид",13.45,11.21,12.33,USD,"frehat-ks-himagro","ФРЕГАТ, КС","20 л",econom,174
2284,existing,"Himagro","Himagro","ФУЗАРИН, КС","20 л","Тебуконазол,150 г/л, прохлораз 300 г/л","0,8-1,0",funhitsydy,"Фунгіцид",12.65,10.54,11.59,USD,"fuzaryn-ks-himagro","ФУЗАРИН, КС","20 л",econom,176
2285,existing,"PEST.UA","PEST.UA","Аперол, КЕ","5 л","тебуконазол, 250 г/л","0,5 - 1,0",funhitsydy,"Фунгіцид",7.71,6.42,7.06,USD,"aperol-ke-pest-ua","Аперол, КЕ","5 л",econom,5
2286,existing,"PEST.UA","PEST.UA","Геймер, КС","5 л","флутриафол, 250 г/л","0,3 - 0,5",funhitsydy,"Фунгіцид",9.86,8.21,9.03,USD,"heimer-ks-pest-ua","Геймер, КС","5 л",econom,11
2287,existing,"PEST.UA","PEST.UA","Медіан, ТН","5 л","тебуконазол, 120 г/л","0,2 - 0,25",funhitsydy,"Фунгіцид",6.97,5.81,6.39,USD,"median-tn-pest-ua","Медіан, ТН","5 л",econom,19
2288,existing,"PEST.UA","PEST.UA","Тетріс","5 л","Піраклостробін, 250 г/л","0,4-0,6",funhitsydy,"Фунгіцид",13.35,11.13,12.24,USD,"tetris-pest-ua","Тетріс","5 л",econom,29
2312,new-sku,"Нопосон","Нопосон","МІЛАНІТ","5 л","Пропіконазол, 150 г/л + Тріадимефон, 150 г/л","0,4-0,5 л/га",funhitsydy,"Фунгіцид",14.61,12.18,13.4,USD,"","","",,20
2313,new-sku,"Нопосон","Нопосон","КЕВЛАР","5 л","Карбендазим, 500 г/л","0,4-0,5 л/га",funhitsydy,"Фунгіцид",6.72,5.6,6.16,USD,"","","",,24
2314,new-sku,"Нертус","Нертус","Аккорд, м.с.","5 л","гідроксид міді, 150 г/л; сірка, 300 г/л","",funhitsydy,"Фунгіцид",9.81,8.18,9,USD,"","","",,43
2315,new-sku,"Нертус","Нертус","Алмаз 100, КЕ","1 л","пенконазол, 100 г/л","",funhitsydy,"Фунгіцид",27.9,23.25,25.58,USD,"","","",,44
2316,new-sku,"Нертус","Нертус","Дезал, КС","5 л","карбендазим, 500 г/л","",funhitsydy,"Фунгіцид",7.04,5.86,6.45,USD,"","","",,51
2317,new-sku,"Нертус","Нертус","Купер, м.с.","1 л","гідроксид міді, 300 г/л","",funhitsydy,"Фунгіцид",12.2,10.16,11.18,USD,"","","",,54
2318,new-sku,"Нертус","Нертус","Прента, КЕ","5 л","дифеноконазол, 125 г/л, триадимефон, 125 г/л","",funhitsydy,"Фунгіцид",18.04,15.04,16.54,USD,"","","",,56
2319,new-sku,"Нертус","Нертус","Тіназол, КЕ","5 л","пропіконазол, 250 г/л","",funhitsydy,"Фунгіцид",12.36,10.3,11.33,USD,"","","",,59
2320,new-packaging,"Нертус","Нертус","Фіделіс, КС","1 л","дифеноконазол, 104 г/л, тіофанат-метил, 333г/л","",funhitsydy,"Фунгіцид",15.32,12.76,14.04,USD,"fidelis-ks-nertus","Фіделіс, КС","5 л",econom,61
2321,new-packaging,"Нертус","Нертус","Фонтес ЗП","1 кг","манкоцеб, 800 г/кг","",funhitsydy,"Фунгіцид",10.85,9.04,9.94,USD,"fontes-zp-nertus","Фонтес ЗП","5 кг",econom,64
2322,new-sku,"Нертус","Нертус","Резидент КС","5 л","піридабен, 300 г/л; фенпіроксимат, 120 г/л","",funhitsydy,"Фунгіцид",31.58,26.31,28.94,USD,"","","",,81
2323,new-packaging,"Нертус","Нертус","Антал, ТН","1 л","тіабендазол, 80 г/л; імазаліл, 125 г/л; тебуконазол, 60 г/л","",funhitsydy,"Фунгіцид",33.12,27.6,30.36,USD,"antal-tn-nertus","Антал, ТН","5 л",econom,89
2324,new-sku,"Нертус","Нертус","Тринавата, ТН","5 л","дифеноконазол, 50 г/л, азоксистробін, 20г/л, тіаметоксам, 250 г/л","",funhitsydy,"Фунгіцид",20.51,17.09,18.8,USD,"","","",,100
2325,new-sku,"PEST.UA","PEST.UA","Костас, КС","5 л","тіофанат-метил, 200 г/л + дифеноконазол, 120г/л + тріадимефон, 50г/л","0,4 - 1,0",funhitsydy,"Фунгіцид",9.53,7.94,8.73,USD,"","","",,14
